loading_percent,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
0.0,cable1158056,,402,1196,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00011640634229809464,geo_schematic_cable233327,,549,1253,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable34388,,296,18,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325250813911218e-05,cable1122081,,107,128,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518376773513151e-05,cable1212240,,144,246,0.016728785399999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250195e-06,cable3338466,,777,1108,0.0111225071,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010763976882093623,geo_schematic_cable1776,,1025,99,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.6951494223663767e-11,cable2114783,,609,781,0.0221164775,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
5.465146699140551e-12,cable2085234,,973,844,0.0217085285,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.108632278005057e-05,cable1192904,,176,533,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250195e-06,cable3338478,,1000,1236,0.011777773,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.303675014284237e-05,cable1209832,,602,918,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338932,,743,169,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250195e-06,cable3338663,,436,1116,0.0107978066,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0003288860991988684,busbar355170,,286,110,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00032858447910616255,geo_schematic_cable14112,,603,164,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759181401520584e-06,cable3255757,,575,687,0.0131566349,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.455510413219456e-05,cable1155958,,322,419,0.0439668068,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6652394933914796e-06,cable1109576,,256,186,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010763976589338836,geo_schematic_cable14365,,164,1174,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.244617723976594e-07,simulated23232416_101377,,214,1115,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244002e-06,cable3338219,,916,474,0.0133173783,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable119593,,989,349,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665254945792742e-06,cable3338665,,95,1260,0.011447495200000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00019005322073127677,geo_schematic_cable65502,,1161,826,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508058,,936,318,0.0593074317,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580617741875961e-06,cable2187596,,666,724,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1128430,,775,1191,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741077496748762e-06,cable3336711,,606,195,0.011216432,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024561e-06,cable3338943,,120,892,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar87095,,190,1228,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.888175810514744e-12,cable1162366,,278,298,0.0295198843,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.58060846937725e-06,cable3256246,,254,949,0.0126310128,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00014156559860026968,geo_schematic_cable27944,,1177,423,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330506964041207e-05,cable1108662,,561,436,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325250179374073e-05,cable1164554,,372,762,0.0172077435,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330499664225604e-05,cable1150712,,86,932,0.018527095,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244003e-06,cable3338217,,159,828,0.0128492126,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591796151889656e-06,cable3339095,,568,850,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338154,,115,1140,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.6987869763580763e-05,cable1246456,,142,253,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010197447752257902,geo_schematic_cable14367,,939,1176,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.148216711850589e-05,cable1155085,,26,431,0.0192030131,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518364100669718e-05,cable1157552,,53,1061,0.0165595117,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518369139460158e-05,cable1179228,,809,763,0.0124726688,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.397573445085447e-05,cable2788552,,258,684,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.662947111424919e-05,cable1151360,,30,498,0.016796749399999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0022532200493294444,cable3604374,,515,170,0.0560553003,0.123,0.077,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable34384,,946,448,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.132524150120717e-05,cable1174796,,56,334,0.039169413300000004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518375964587681e-05,cable1217585,,576,627,0.0184301797,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.335108823849e-05,cable1158580,,673,314,0.053218028199999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00014156560588938317,cable2788550,,1084,320,0.018688386300000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.58061542915671e-06,cable3256247,,254,213,0.0151211754,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable2768851,,86,1125,0.0130234074,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151837320083765e-05,cable1116378,,411,568,0.013840493399999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar251726,,546,1078,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543152160888085e-06,cable3341640,,470,1158,0.010083096599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.0077232591670754e-11,cable2085245,,643,323,0.020283733800000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00017299906960049913,geo_schematic_cable23107,,1225,605,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66524282828122e-06,cable1145495,,719,796,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741077160295406e-06,cable2125762,,43,635,0.0363570159,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.000448108657536157,cable1154513,,650,409,0.16189113,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
9.790619324707015e-05,cable1155492,,673,84,0.0442838848,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.0982769946916717e-05,simulated23427399_210792,,108,783,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759186760537012e-06,simulated70361087_648891,,993,879,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508053,,594,539,0.0201470057,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.5322014943023006e-05,cable2085238,,185,387,0.022783921500000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable1159699,,314,360,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338173,,392,1053,0.0115487932,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6652549457927425e-06,cable3338647,,905,77,0.010755098999999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3339031,,322,800,0.01349736,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543161465170618e-06,cable3341615,,181,670,0.0125079259,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919586070013e-06,simulated70366883_652558,,491,771,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508082,,377,551,0.060065596900000004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.0915538329132475e-11,busbar254540,,785,1123,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277301e-06,cable3338944,,1061,134,0.0115655531,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.491380083067516e-06,cable3338483,,783,1210,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338159,,964,1195,0.011448528599999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919862444435e-06,cable3338143,,59,1005,0.0116613239,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518384576049122e-05,cable1117952,,53,861,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338927,,9,358,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662616411523206e-06,cable3338212,,180,1021,0.010792804500000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518375475879806e-05,cable1216504,,483,743,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250194e-06,cable3338468,,777,175,0.0112310035,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665248683365866e-06,cable3338660,,52,1256,0.011712224600000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.727756338233052e-05,cable2767008,,542,795,0.013529849699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable1160697,,85,599,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662619344234469e-06,cable3338856,,44,89,0.013718127600000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.66261934423447e-06,cable3339126,,1048,31,0.0132490388,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75919041744735e-06,cable3339048,,210,817,0.0189127074,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338864,,1145,111,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518371818963941e-05,cable1115901,,84,116,0.0165980824,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665254945792743e-06,cable3338686,,752,1197,0.011748611199999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580614654645639e-06,cable3338344,,204,1122,0.013430905299999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482195720121985e-05,cable1115321,,443,82,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091020636925e-06,cable3338328,,139,153,0.0236694827,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543152160888084e-06,simulated71243238_1841189,,494,119,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662616411523205e-06,cable3338225,,538,821,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1285704563067171e-05,cable1108327,,580,1127,0.530241357,0.5789,0.385,0.001,0.0,1000.0,1.0,1,,True
1.1482180797356196e-05,cable1194162,,252,218,0.017144044,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606099e-06,cable2767007,,321,61,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704921e-06,cable3336743,,439,497,0.0112820562,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087341955164e-06,cable3336323,,74,486,0.011269176099999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741091797557083e-06,cable2077260,,529,597,0.032372855299999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759183187855799e-06,cable3338183,,61,847,0.010319131,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580608469377251e-06,cable3338347,,199,27,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188631108153e-06,cable3339671,,411,1106,0.028789972,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1210321,,76,950,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.2650499942836846e-05,cable1180079,,512,372,0.0371502598,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.492490384368691e-11,busbar251718,,442,785,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325238688468939e-05,cable1173102,,198,227,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.0314315994037666e-05,cable1158124,,29,461,0.0381877506,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543167617926598e-06,cable3341613,,548,566,0.012099487800000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518375475879806e-05,cable1169402,,127,458,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar255626,,814,1244,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3338998,,861,261,0.010434532000000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665267878023694e-06,cable2685761,,966,734,0.0108752373,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330500294282705e-05,cable1141577,,649,429,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741096461185043e-06,cable3336728,,674,628,0.0117384163,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.912924526494047e-12,geo_schematic_cable25611,,430,842,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3269445,,229,943,0.0119718397,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable380327,,1094,1062,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010197454811482543,cable1177224,,473,11,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.097807141179816e-05,simulated74092492_199824,,1120,303,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665255779513612e-06,cable3338484,,643,573,0.0208141334,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759191799318856e-06,cable3338935,,447,211,0.0129707655,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00017329756284481445,busbar87858,,446,804,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.45551100978829e-05,cable2767005,,230,1073,0.017752293699999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580620065404349e-06,cable3338289,,774,482,0.0300451862,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.7277576055162946e-05,cable1120171,,795,543,0.0118980231,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244003e-06,cable3338253,,678,761,0.0110871083,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277301e-06,cable3338865,,362,671,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.151837271213277e-05,cable1153933,,36,120,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.4913782749145705e-06,cable1194553,,783,805,0.044417082299999994,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662621642415405e-06,cable3342932,,367,912,0.020148163700000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0004810750789099466,geo_schematic_cable1846,,716,166,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.399151211901295e-05,cable1181390,,75,649,0.0382591068,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1600439004480362e-05,cable1222175,,418,357,0.045984840900000004,0.258,0.3596,0.001,0.0,1000.0,1.0,1,,True
7.348539570906135e-11,cable1508102,,1221,62,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.58060846937725e-06,cable3338321,,501,1024,0.010799428199999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759195860700131e-06,cable3338938,,802,1043,0.0132493053,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543157563336971e-06,cable3341627,,378,654,0.0145897603,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759197815539995e-06,cable1109073,,543,321,0.0101410543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.493229783954282e-06,simulated103968671_324538,,1152,733,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010763976589338836,cable2863422,,99,561,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.133052534398677e-05,cable1185485,,178,95,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.4932444552608e-06,cable3397106,,733,45,0.0565444715,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277301e-06,cable3338862,,361,1189,0.0119455536,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338874,,587,1080,0.011372847699999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759185951606101e-06,cable3731921,,495,1148,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665261208221134e-06,cable3338746,,186,121,0.0120867989,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662628099722305e-06,cable1205168,,13,79,0.017895085900000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1482192041437653e-05,cable1163224,,691,297,0.0178105655,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.6652549457927425e-06,cable3338742,,744,815,0.0120067543,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1148501,,71,786,0.0503241503,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662621642415404e-06,cable3338221,,715,1141,0.024819840800000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
8.928980582288033e-05,cable2970007,,636,124,0.0475666946,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar355175,,1045,954,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.0963598983526454e-05,cable2714379,,398,236,0.025112918,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,cable1216676,,335,133,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1325243919366754e-05,cable1130475,,282,476,0.0209746342,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250193e-06,cable1158673,,565,356,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.4446577600667425e-05,cable1165194,,883,443,0.0555028221,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662621642415404e-06,cable3338216,,96,66,0.0150936783,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar355171,,286,923,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665242420940501e-06,cable3338682,,243,788,0.0100452246,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665266840606649e-06,cable3338664,,436,835,0.0134058497,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665249517085551e-06,cable3338684,,3,894,0.0172663043,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518369139460158e-05,cable1122816,,310,444,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741090139704919e-06,cable3336713,,82,328,0.0120169753,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543160639715825e-06,cable3341610,,5,510,0.019536736000000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.9064284015904115e-05,cable2187593,,124,72,0.010921492199999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.463417575172439e-05,cable1119137,,899,831,0.0256535492,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.0187609629678e-05,cable1111921,,417,433,0.0462483139,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.43699861676818e-12,cable1142178,,650,14,0.0172849119,0.1443,0.3363,0.001,0.0,1000.0,1.0,1,,True
2.303678410839561e-05,cable1175839,,127,76,0.0381355101,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.244990836448331e-07,busbar87096,,280,190,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00014397969199915486,geo_schematic_cable14468,,735,54,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75918932204494e-06,cable3338909,,907,891,0.030056525,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
7.463413098343676e-05,cable1115922,,531,368,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.303674104267148e-05,cable1131659,,146,664,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
6.335107190034294e-05,cable1226201,,84,29,0.0379198134,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable380328,,1085,381,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75918932204494e-06,cable3338914,,890,1134,0.042028089899999996,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188631108155e-06,cable3338931,,478,422,0.0441192506,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.7277592941129922e-05,cable1246751,,230,766,0.015221598,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar251725,,953,560,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.240610605501351e-07,busbar355177,,1015,513,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759182294687742e-06,cable3338999,,419,521,0.0176447343,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518360039291092e-05,cable1176211,,918,907,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.266101507682889e-05,cable1107525,,104,201,0.0329574392,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.74108381822616e-06,cable3336383,,368,913,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591863560663836e-06,cable3339041,,327,1044,0.0210723715,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1330528678871792e-05,cable1220079,,11,52,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591859516061014e-06,cable3338990,,855,1098,0.0110871279,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.776351621029488e-12,busbar254944,,10,35,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.2457765886042e-07,busbar87061,,98,1248,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00013822051791147086,cable1176353,,250,645,0.047404235100000004,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00010192723598568741,cable1216725,,107,947,0.041977511300000006,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00032888611828801504,cable2768859,,48,864,0.314806902,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
1.1518385469216443e-05,cable1193140,,910,558,0.0231081109,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250195e-06,cable3338743,,525,247,0.0117725817,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.3825849052988097e-11,geo_schematic_cable36512,,1014,1003,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable36510,,1003,778,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.00012056289976903611,geo_schematic_cable22430,,1033,934,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
,cable1508055,,539,324,0.0281845067,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759189524277302e-06,cable3338868,,763,454,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665252018250194e-06,cable3338474,,363,262,0.0124787873,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1161225810513968e-05,cable3338284,,974,215,0.0418204699,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741087859896818e-06,cable3336381,,368,598,0.0201525537,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.831314082386796e-05,cable1178387,,398,475,0.015782980500000002,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
4.0314311570326255e-05,cable1157100,,314,542,0.0458642404,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543151410580606e-06,cable2698392,,88,500,0.025471041899999998,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.491386178908021e-06,cable3338482,,489,701,0.0139425986,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.665248683365866e-06,cable3338485,,232,148,0.0119536448,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0001415655894075439,geo_schematic_cable27942,,68,401,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662621642415404e-06,cable3338852,,20,138,0.0144767049,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
2.7903070949697303e-05,cable2554553,,666,177,0.0165117964,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662622276952654e-06,cable3338213,,540,1247,0.011453,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.741102782666532e-06,cable2797794,,646,1032,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.799840890873712e-12,cable2768858,,48,524,0.018921546299999998,0.1274,0.093,0.001,0.0,1000.0,1.0,1,,True
5.759192288024562e-06,cable3338924,,712,607,0.011447161400000001,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,geo_schematic_cable233370,,516,38,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1161210764300725e-05,cable2972151,,441,389,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.183269188277079e-05,cable1128596,,146,335,0.041526105,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.543154486958564e-06,cable3341616,,498,384,0.0155264376,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
0.0,busbar85064,,886,662,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.7591831878558e-06,cable3338994,,647,808,0.011483942,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759188631108153e-06,cable3338906,,562,480,0.0155029296,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
9.214703016387641e-05,cable1198176,,327,910,0.0525324049,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.75918042411247e-06,cable3338148,,174,1007,0.011543996999999999,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518368650753545e-05,cable1195397,,105,355,0.017822338299999997,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
3.45551231414491e-05,cable1184388,,472,32,0.0535861591,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.759198624444349e-06,cable3338867,,577,1059,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.662625604244002e-06,cable3338214,,540,91,0.0107238878,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
1.1518370437091104e-05,cable1151879,,29,174,0.016596330300000003,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
5.580620839915738e-06,cable3338324,,389,41,0.01,0.001,0.001,0.001,0.0,1000.0,1.0,1,,True
