,name,vn_kv,type,zone,in_service,x,y,coords
433,cn-cable3338213-t2,11.0,b,,True,152.912756,-31.4674851,
434,cubicle44051,11.0,b,,True,152.907343,-31.4660353,
435,cn-cable3731921-t2,11.0,b,,True,152.917742,-31.4685552,
436,cubicle43678,11.0,b,,True,152.914994,-31.4680003,
437,cubicle45569,11.0,b,,True,152.894141,-31.463231,
438,node57578110,11.0,b,,True,152.914658,-31.4667709,
439,cn-cable3246211-t1,11.0,b,,True,152.89561,-31.4621766,
440,cn-cable3338685-t2,11.0,b,,True,152.906768,-31.4652612,
441,node67193045,11.0,b,,True,152.914186,-31.4691174,
442,cn-cable2727648-t2,11.0,b,,True,152.922614,-31.4698165,
443,node36726543,11.0,b,,True,152.922026,-31.4684419,
444,node67196002,11.0,b,,True,152.905921,-31.4653383,
445,node23506966,11.0,b,,True,152.922335,-31.4684655,
446,node23378215,11.0,b,,True,152.919843,-31.4682646,
447,node22943741,11.0,b,,True,152.914462,-31.4674619,
448,node67193477,11.0,b,,True,152.917015,-31.4686626,
449,cubicle40584,11.0,b,,True,152.911387,-31.4673594,
450,cn-cable3338323-t2,11.0,b,,True,152.921661,-31.4680364,
451,node24046337,11.0,b,,True,152.905893,-31.4652836,
452,cubicle39241,11.0,b,,True,152.920724,-31.4717832,
453,cubicle48772,11.0,b,,True,152.904718,-31.4657575,
454,node79493008,11.0,b,,True,152.921539,-31.4681527,
455,cn-cable3338220-t2,11.0,b,,True,152.911045,-31.4672667,
456,cn-busbar254548-t2,11.0,b,,True,152.893651,-31.4661038,
457,cn-cable3339094-t2,11.0,b,,True,152.918326,-31.4682181,
458,node29539811,11.0,b,,True,152.900033,-31.4662794,
459,node74191979,11.0,b,,True,152.906778,-31.4663322,
460,cn-busbar254547-t1,11.0,b,,True,152.893651,-31.4661026,
461,cn-cable3338208-t2,11.0,b,,True,152.914693,-31.4678205,
462,node69876702,11.0,b,,True,152.911794,-31.4675998,
463,cn-cable4191430-t2,11.0,b,,True,152.920576,-31.4682003,
464,node71578957,11.0,b,,True,152.915193,-31.4656321,
465,cn-cable3304342-t1,11.0,b,,True,152.920857,-31.4685405,
466,node101116426,11.0,b,,True,152.922086,-31.4684897,
467,cubicle40276,11.0,b,,True,152.92214,-31.4694281,
468,cubicle49329,11.0,b,,True,152.914398,-31.4683934,
469,cn-geo_schematic_cable23103-t1,11.0,b,,True,152.92239,-31.4684282,
470,cn-cable3338146-t2,11.0,b,,True,152.916365,-31.4683537,
471,cn-cable3336364-t2,11.0,b,,True,152.922228,-31.469508,
472,node71578708,11.0,b,,True,152.91335,-31.4670396,
473,cn-cable3336325-t2,11.0,b,,True,152.920688,-31.4715355,
474,node67194544,11.0,b,,True,152.904869,-31.4650082,
475,node29539817,11.0,b,,True,152.899709,-31.4661267,
476,cn-cable3338320-t2,11.0,b,,True,152.921094,-31.4682255,
477,cn-cable3336329-t2,11.0,b,,True,152.920869,-31.4701245,
478,cn-geo_schematic_cable22959-t1,11.0,b,,True,152.922366,-31.4684306,
479,node59740715,11.0,b,,True,152.912386,-31.4676203,
480,cn-cable3338221-t2,11.0,b,,True,152.910991,-31.4673305,
481,cn-cable3338949-t2,11.0,b,,True,152.914709,-31.466728,
482,cn-geo_schematic_cable14329-t2,11.0,b,,True,152.914665,-31.466743,
483,cubicle44692,11.0,b,,True,152.914162,-31.4666162,
484,cn-cable3339033-t2,11.0,b,,True,152.917239,-31.4679729,
485,cn-cable3338286-t2,11.0,b,,True,152.920908,-31.4682012,
486,node59740701,11.0,b,,True,152.912414,-31.4676411,
487,node36726519,11.0,b,,True,152.921004,-31.4682923,
488,cubicle50485,11.0,b,,True,152.921826,-31.4701117,
489,cn-busbar251726-t1,11.0,b,,True,152.896035,-31.4674921,
490,cn-cable3338904-t2,11.0,b,,True,152.913634,-31.4665115,
491,node84144930,11.0,b,,True,152.919068,-31.4705694,
492,node67830839,11.0,b,,True,152.894091,-31.4625447,
493,node59739651,11.0,b,,True,152.91468,-31.466736,
494,cn-cable3368615-t2,11.0,b,,True,152.910034,-31.467653,
495,cn-cable3338171-t2,11.0,b,,True,152.916608,-31.4686265,
496,node67195730,11.0,b,,True,152.906813,-31.4651975,
497,node59740741,11.0,b,,True,152.912386,-31.4676407,
498,node67193541,11.0,b,,True,152.917673,-31.4686599,
499,cn-cable3338749-t2,11.0,b,,True,152.907353,-31.4663116,
500,cubicle45831,11.0,b,,True,152.915759,-31.4663986,
501,node69936246,11.0,b,,True,152.922184,-31.4694254,
502,cubicle41727,11.0,b,,True,152.910909,-31.46754,
503,node71578408,11.0,b,,True,152.913865,-31.4663557,
504,cn-cable3338170-t2,11.0,b,,True,152.916445,-31.4686531,
505,cubicle45116,11.0,b,,True,152.912833,-31.467564,
506,node84625697,11.0,b,,True,152.920827,-31.4693458,
507,node71578836,11.0,b,,True,152.91452,-31.4673045,
508,cn-cable3338156-t2,11.0,b,,True,152.917302,-31.4687467,
509,cn-cable3341617-t2,11.0,b,,True,152.894868,-31.4625692,
510,cn-geo_schematic_cable14365-t2,11.0,b,,True,152.905999,-31.4653206,
511,node74598346,11.0,b,,True,152.912417,-31.4676207,
512,cn-simulated103968671_324538-t1,11.0,b,,True,152.91839,-31.4680659,
513,cn-cable3338151-t2,11.0,b,,True,152.917334,-31.4684664,
514,cn-cable3338869-t2,11.0,b,,True,152.912516,-31.4660866,
515,cn-cable3338479-t2,11.0,b,,True,152.904915,-31.4652343,
516,cubicle36626,11.0,b,,True,152.907364,-31.4656925,
517,cn-cable3338150-t2,11.0,b,,True,152.91715,-31.4684624,
518,cn-busbar251718-t1,11.0,b,,True,152.893652,-31.466106,
519,cubicle69502,11.0,b,,True,152.904879,-31.4638217,
520,node69876900,11.0,b,,True,152.912467,-31.4676131,
521,node23086949,11.0,b,,True,152.912362,-31.4671727,
522,cn-cable1134809-t1,11.0,b,,True,152.912351,-31.4671489,
523,node69935273,11.0,b,,True,152.921634,-31.4729098,
524,node22951202,11.0,b,,True,152.914983,-31.4675423,
525,cn-cable3338253-t2,11.0,b,,True,152.912055,-31.4687134,
526,cn-cable2879802-t2,11.0,b,,True,152.920316,-31.4713595,
527,cn-busbar254955-t2,11.0,b,,True,152.919053,-31.4705821,
528,cn-cable3338921-t2,11.0,b,,True,152.914496,-31.4664068,
529,cubicle42428,11.0,b,,True,152.915858,-31.466042,
530,node35592335,11.0,b,,True,152.911573,-31.4662722,
531,cn-cable3336383-t2,11.0,b,,True,152.922143,-31.4701195,
532,cn-geo_schematic_cable380329-t1,11.0,b,,True,152.895608,-31.4649101,
533,cn-cable3338204-t2,11.0,b,,True,152.91419,-31.4687842,
534,cubicle39443,11.0,b,,True,152.913241,-31.4676597,
535,cubicle36749,11.0,b,,True,152.915359,-31.4666932,
536,node23196578,11.0,b,,True,152.904886,-31.462879,
537,node100121528,11.0,b,,True,152.917031,-31.467113,
538,cubicle44917,11.0,b,,True,152.920115,-31.4718128,
539,cn-cable3338948-t2,11.0,b,,True,152.914715,-31.4667364,
540,cubicle42556,11.0,b,,True,152.912366,-31.4667974,
541,cubicle41292,11.0,b,,True,152.915092,-31.4655769,
542,cn-cable3339126-t2,11.0,b,,True,152.912409,-31.4676189,
543,cn-cable1144520-t2,11.0,b,,True,152.914465,-31.4674532,
544,cn-cable3336359-t2,11.0,b,,True,152.921829,-31.4690921,
545,cubicle50477,11.0,b,,True,152.894118,-31.4625296,
546,cubicle49885,11.0,b,,True,152.905079,-31.4658496,
547,cn-cable2937658-t1,11.0,b,,True,152.904178,-31.4672275,
548,cn-cable3336327-t2,11.0,b,,True,152.920772,-31.4711244,
549,cn-cable3338224-t2,11.0,b,,True,152.91081,-31.4676028,
550,node67195950,11.0,b,,True,152.907851,-31.4664014,
551,cubicle33092,11.0,b,,True,152.894849,-31.4623445,
552,cn-busbar251725-t1,11.0,b,,True,152.896031,-31.4674923,
553,cn-cable3338745-t2,11.0,b,,True,152.907389,-31.4654381,
554,cn-cable3338155-t2,11.0,b,,True,152.917486,-31.468785,
555,node101118603,11.0,b,,True,152.911642,-31.4658949,
556,cn-busbar83739-t2,11.0,b,,True,152.92096,-31.4708798,
557,cubicle47193,11.0,b,,True,152.920938,-31.4708662,
558,cubicle41419,11.0,b,,True,152.922104,-31.4692467,
559,node22959534,11.0,b,,True,152.920852,-31.4685328,
560,cn-cable3338289-t2,11.0,b,,True,152.920803,-31.468245,
561,cn-cable2098867-t1,11.0,b,,True,152.89401,-31.4661166,
562,node67194656,11.0,b,,True,152.9048,-31.464137,
563,cn-cable3338878-t2,11.0,b,,True,152.912809,-31.4669206,
564,node103968618,11.0,b,,True,152.91839,-31.4680659,
565,cn-cable3336400-t2,11.0,b,,True,152.921483,-31.4714716,
566,cn-simulated24502843_202755-t2,11.0,b,,True,152.915972,-31.4676748,
567,node84625474,11.0,b,,True,152.915972,-31.4676748,
568,node29539471,11.0,b,,True,152.896173,-31.4619203,
569,cn-busbar254957-t2,11.0,b,,True,152.919035,-31.4706408,
570,cn-cable3336401-t2,11.0,b,,True,152.921687,-31.4714692,
571,node101119328,11.0,b,,True,152.917147,-31.4678866,
572,cubicle111148,11.0,b,,True,152.921517,-31.4681497,
573,cn-cable3338252-t2,11.0,b,,True,152.911657,-31.4686104,
574,cn-geo_schematic_cable22428-t2,11.0,b,,True,152.920946,-31.4708519,
575,cubicle33349,11.0,b,,True,152.914796,-31.4659653,
576,cn-busbar355168-t2,11.0,b,,True,152.909634,-31.4664037,
577,cn-geo_schematic_cable1790-t1,11.0,b,,True,152.909518,-31.4664394,
578,node57577381,11.0,b,,True,152.905983,-31.4653252,
579,cubicle36860,11.0,b,,True,152.915222,-31.4689497,
580,cn-cable3719711-t2,11.0,b,,True,152.92094,-31.4708563,
581,cubicle69500,11.0,b,,True,152.904743,-31.4644956,
582,node24056448,11.0,b,,True,152.896034,-31.4675056,
583,node67195290,11.0,b,,True,152.905412,-31.465996,
584,node67194685,11.0,b,,True,152.904685,-31.4649807,
585,cn-cable3338911-t2,11.0,b,,True,152.913221,-31.4661942,
586,cn-cable3339122-t2,11.0,b,,True,152.911985,-31.4683967,
587,cubicle47083,11.0,b,,True,152.921739,-31.4693041,
588,cn-cable3336743-t2,11.0,b,,True,152.92118,-31.4702162,
589,node69935461,11.0,b,,True,152.920673,-31.4721417,
590,cn-cable3338646-t2,11.0,b,,True,152.904773,-31.4649113,
591,node101116139,11.0,b,,True,152.920461,-31.468362,
592,cn-cable3339120-t2,11.0,b,,True,152.912477,-31.468039,
593,cubicle38311,11.0,b,,True,152.911365,-31.467521,
594,cn-cable3338283-t2,11.0,b,,True,152.920538,-31.4684501,
595,node67831068,11.0,b,,True,152.894853,-31.4623576,
596,cubicle34140,11.0,b,,True,152.905297,-31.4650717,
597,cn-busbar355169-t1,11.0,b,,True,152.909613,-31.4664215,
598,cn-cable3269445-t2,11.0,b,,True,152.920673,-31.4718816,
599,cn-cable3341622-t2,11.0,b,,True,152.894414,-31.4630606,
600,cn-cable3338324-t2,11.0,b,,True,152.922069,-31.4679324,
601,cubicle46978,11.0,b,,True,152.914964,-31.4660397,
602,node84142412,11.0,b,,True,152.89365,-31.4661027,
603,node67195431,11.0,b,,True,152.906125,-31.4654704,
604,node71578873,11.0,b,,True,152.91495,-31.4660335,
605,cn-cable3338958-t2,11.0,b,,True,152.915926,-31.4660144,
606,cn-cable3338996-t2,11.0,b,,True,152.915888,-31.4672411,
607,cn-cable3338476-t2,11.0,b,,True,152.905715,-31.4654762,
608,node69876850,11.0,b,,True,152.91091,-31.4679777,
609,node52761082,11.0,b,,True,152.920833,-31.4682695,
610,cn-cable3336351-t2,11.0,b,,True,152.920603,-31.4705971,
611,cubicle33460,11.0,b,,True,152.917014,-31.4686761,
612,cn-cable3336727-t2,11.0,b,,True,152.921564,-31.4712041,
613,cubicle34591,11.0,b,,True,152.9217,-31.4691409,
614,cn-busbar83731-t1,11.0,b,,True,152.92106,-31.4708667,
615,cn-cable3338281-t2,11.0,b,,True,152.913287,-31.4678963,
616,node83235274,11.0,b,,True,152.893653,-31.466106,
617,node36726511,11.0,b,,True,152.920625,-31.4682365,
618,node74192759,11.0,b,,True,152.894173,-31.4629275,
619,cn-simulated23030576_100934-t2,11.0,b,,True,152.922659,-31.4689657,
620,cn-cable2729610-t2,11.0,b,,True,152.922581,-31.4690666,
621,cn-cable3338877-t2,11.0,b,,True,152.913028,-31.4669188,
622,node67193367,11.0,b,,True,152.915621,-31.4684345,
623,cn-geo_schematic_cable36468-t1,11.0,b,,True,152.894173,-31.4632777,
624,node67194754,11.0,b,,True,152.905642,-31.4652008,
625,cubicle34596,11.0,b,,True,152.915071,-31.4673142,
626,node59740730,11.0,b,,True,152.912386,-31.4676305,
627,node101116406,11.0,b,,True,152.921941,-31.4685613,
628,cn-cable3341619-t2,11.0,b,,True,152.894556,-31.4626398,
629,cubicle42443,11.0,b,,True,152.914552,-31.4671192,
630,node84230727,11.0,b,,True,152.903827,-31.4678923,
631,cn-busbar87058-t2,11.0,b,,True,152.895529,-31.4649456,
632,cn-cable3338225-t2,11.0,b,,True,152.91074,-31.46777,
633,cubicle32899,11.0,b,,True,152.905257,-31.4650618,
634,cn-busbar83739-t1,11.0,b,,True,152.921011,-31.4708602,
635,node23319269,11.0,b,,True,152.911359,-31.4665022,
636,cubicle38030,11.0,b,,True,152.9222,-31.4712413,
637,cn-cable3338879-t2,11.0,b,,True,152.913686,-31.4670092,
638,cn-cable3338152-t2,11.0,b,,True,152.917581,-31.4684696,
639,node23065974,11.0,b,,True,152.908474,-31.4679194,
640,cn-geo_schematic_cable235928-t1,11.0,b,,True,152.915984,-31.4676635,
641,node173091586,11.0,b,,True,152.895489,-31.4649769,
642,cn-cable3338909-t2,11.0,b,,True,152.913164,-31.4663484,
643,node160200990,11.0,b,,True,152.920941,-31.470886,
644,cn-cable3336708-t2,11.0,b,,True,152.92109,-31.472463,
645,node23107373,11.0,b,,True,152.910198,-31.4668229,
646,node102516409,11.0,b,,True,152.921659,-31.4706079,
647,node58449856,11.0,b,,True,152.920938,-31.470866,
648,cn-cable3338747-t2,11.0,b,,True,152.907424,-31.4657947,
649,cn-busbar255626-t2,11.0,b,,True,152.903855,-31.4679028,
650,node102518697,11.0,b,,True,152.912905,-31.4669828,
651,node67193235,11.0,b,,True,152.915464,-31.4687954,
652,node57577382,11.0,b,,True,152.906004,-31.4653323,
653,cubicle49635,11.0,b,,True,152.912399,-31.4681971,
654,cn-geo_schematic_cable23100-t1,11.0,b,,True,152.922343,-31.4684329,
655,node60063851,11.0,b,,True,152.922025,-31.4730672,
656,node69877101,11.0,b,,True,152.912688,-31.4681489,
657,cn-cable3338684-t2,11.0,b,,True,152.906915,-31.4653849,
658,node73296175,11.0,b,,True,152.916577,-31.4670516,
659,cn-cable3338997-t2,11.0,b,,True,152.91599,-31.4667369,
660,node60264070,11.0,b,,True,152.893751,-31.4627859,
661,cn-cable3338486-t2,11.0,b,,True,152.904962,-31.4637486,
662,cn-cable3338991-t2,11.0,b,,True,152.916011,-31.4663457,
663,cubicle42859,11.0,b,,True,152.912302,-31.4685259,
664,node74192374,11.0,b,,True,152.906482,-31.4648916,
665,cn-cable3338154-t2,11.0,b,,True,152.917714,-31.4687427,
666,node29539482,11.0,b,,True,152.896635,-31.461799,
667,node65782830,11.0,b,,True,152.910918,-31.4679592,
668,node67830893,11.0,b,,True,152.894197,-31.4632727,
669,cubicle77075,11.0,b,,True,152.921434,-31.4683438,
670,cubicle47128,11.0,b,,True,152.921472,-31.4714699,
671,cubicle43670,11.0,b,,True,152.916645,-31.4684628,
672,node67193147,11.0,b,,True,152.91442,-31.4683888,
673,node23176244,11.0,b,,True,152.922332,-31.4686224,
674,cn-cable3338475-t2,11.0,b,,True,152.906044,-31.4656975,
675,cn-cable3338186-t2,11.0,b,,True,152.914572,-31.4685632,
676,node29539497,11.0,b,,True,152.89664,-31.4612687,
677,cubicle39696,11.0,b,,True,152.905655,-31.4653839,
678,cubicle111009,11.0,b,,True,152.921782,-31.4679835,
679,node69877060,11.0,b,,True,152.912234,-31.468566,
680,cn-cable3338668-t2,11.0,b,,True,152.906779,-31.4662592,
681,cubicle35740,11.0,b,,True,152.922075,-31.4700258,
682,cn-cable3261193-t2,11.0,b,,True,152.915968,-31.4676743,
683,cn-cable3338742-t2,11.0,b,,True,152.907275,-31.4652871,
684,node71578447,11.0,b,,True,152.914078,-31.4664238,
685,cn-cable1133130-t1,11.0,b,,True,152.91178,-31.4670577,
686,node84142372,11.0,b,,True,152.893648,-31.4661027,
687,cn-cable3338864-t2,11.0,b,,True,152.912203,-31.4661881,
688,node24039692,11.0,b,,True,152.92103,-31.4708527,
689,node59740028,11.0,b,,True,152.906016,-31.4653159,
690,cn-cable3338185-t2,11.0,b,,True,152.914873,-31.4682789,
691,cn-cable1228539-t1,11.0,b,,True,152.89603,-31.4626631,
692,cn-cable3338925-t2,11.0,b,,True,152.914785,-31.4658613,
693,cn-cable1188760-t1,11.0,b,,True,152.896792,-31.4645411,
694,node102516800,11.0,b,,True,152.914833,-31.4682067,
695,cn-cable3339098-t2,11.0,b,,True,152.911527,-31.4681743,
696,node67193128,11.0,b,,True,152.914473,-31.4685899,
697,node101117404,11.0,b,,True,152.904708,-31.464664,
698,cn-geo_schematic_cable233372-t1,11.0,b,,True,152.895603,-31.462179,
699,cubicle111147,11.0,b,,True,152.922031,-31.4680536,
700,cn-cable3336363-t2,11.0,b,,True,152.922016,-31.4694526,
701,cubicle34905,11.0,b,,True,152.911395,-31.4681702,
702,cubicle42569,11.0,b,,True,152.921168,-31.4701154,
703,cn-geo_schematic_cable14579-t1,11.0,b,,True,152.905999,-31.4653206,
704,cn-cable3338900-t2,11.0,b,,True,152.913903,-31.4670703,
705,node149685038,11.0,b,,True,152.920904,-31.4709499,
706,node23212106,11.0,b,,True,152.904729,-31.4636256,
707,cn-cable2122108-t1,11.0,b,,True,152.897304,-31.4609845,
708,node161553366,11.0,b,,True,152.909655,-31.4664214,
709,node69877027,11.0,b,,True,152.911959,-31.4686448,
710,cn-cable3338952-t2,11.0,b,,True,152.915693,-31.4665237,
711,node58449861,11.0,b,,True,152.920963,-31.4708563,
712,node69936106,11.0,b,,True,152.921333,-31.4697514,
713,cn-simulated22932783_101448-t1,11.0,b,,True,152.922342,-31.4686192,
714,node69935742,11.0,b,,True,152.920937,-31.4708676,
715,cubicle48208,11.0,b,,True,152.913175,-31.4663463,
716,cn-cable3338487-t2,11.0,b,,True,152.904929,-31.4639163,
717,node60063841,11.0,b,,True,152.922028,-31.4730532,
718,cn-cable3336324-t2,11.0,b,,True,152.920875,-31.4714468,
719,cn-cable3295685-t1,11.0,b,,True,152.915975,-31.4676754,
720,cubicle41403,11.0,b,,True,152.916253,-31.4683939,
721,cubicle44426,11.0,b,,True,152.894324,-31.4630866,
722,cn-geo_schematic_cable1685-t2,11.0,b,,True,152.905995,-31.4653294,
723,cn-cable3338343-t2,11.0,b,,True,152.922012,-31.4686541,
724,cn-cable3338927-t2,11.0,b,,True,152.91496,-31.4655674,
725,cn-cable3341629-t2,11.0,b,,True,152.89414,-31.4632414,
726,cubicle38771,11.0,b,,True,152.894282,-31.4633082,
727,cubicle33467,11.0,b,,True,152.914179,-31.4691294,
728,cn-cable3338218-t2,11.0,b,,True,152.911512,-31.4673188,
729,cn-cable3338141-t2,11.0,b,,True,152.915381,-31.4681812,
730,cubicle45380,11.0,b,,True,152.904473,-31.465894,
731,node67193282,11.0,b,,True,152.915244,-31.4689492,
732,node33911479,11.0,b,,True,152.903934,-31.4676733,
733,node79493025,11.0,b,,True,152.921519,-31.4681507,
734,node23398575,11.0,b,,True,152.896032,-31.4626718,
735,cubicle43784,11.0,b,,True,152.920295,-31.4714645,
736,cn-geo_schematic_cable25609-t2,11.0,b,,True,152.895619,-31.4649391,
737,cn-cable3338647-t2,11.0,b,,True,152.905193,-31.4649821,
738,node84142381,11.0,b,,True,152.89365,-31.4661061,
739,node22985154,11.0,b,,True,152.921265,-31.471515,
740,cubicle37174,11.0,b,,True,152.9127,-31.4681581,
741,cubicle42924,11.0,b,,True,152.907146,-31.4660068,
742,node71579002,11.0,b,,True,152.9158,-31.4660416,
743,cn-busbar354650-t2,11.0,b,,True,152.914746,-31.4667871,
744,cn-cable1230482-t1,11.0,b,,True,152.922693,-31.4700954,
745,cn-cable1219505-t2,11.0,b,,True,152.895606,-31.4621773,
746,cn-cable3338466-t2,11.0,b,,True,152.905027,-31.4657604,
747,cn-cable3338876-t2,11.0,b,,True,152.913476,-31.4669859,
748,cn-busbar85063-t2,11.0,b,,True,152.905863,-31.4652733,
749,cn-cable3338938-t2,11.0,b,,True,152.91473,-31.466698,
750,cn-cable3338287-t2,11.0,b,,True,152.920762,-31.4682393,
751,cn-cable3336355-t2,11.0,b,,True,152.921122,-31.4696365,
752,cn-cable3338682-t2,11.0,b,,True,152.907103,-31.4657173,
753,cn-cable3338854-t2,11.0,b,,True,152.911653,-31.4663659,
754,node57577378,11.0,b,,True,152.905996,-31.4652987,
755,node57577398,11.0,b,,True,152.905987,-31.4653164,
756,cn-cable3269446-t2,11.0,b,,True,152.920842,-31.4717912,
757,node67830826,11.0,b,,True,152.894118,-31.4625419,
758,cn-cable1155376-t1,11.0,b,,True,152.895961,-31.4663873,
759,cn-busbar254943-t1,11.0,b,,True,152.919035,-31.4706408,
760,cn-cable2727645-t2,11.0,b,,True,152.922609,-31.4701676,
761,node23167833,11.0,b,,True,152.896828,-31.4664999,
762,node161553372,11.0,b,,True,152.909675,-31.4664214,
763,node70366883,11.0,b,,True,152.915957,-31.4676811,
764,cn-cable3338922-t2,11.0,b,,True,152.914607,-31.466305,
765,cubicle41398,11.0,b,,True,152.918529,-31.4682763,
766,node71578696,11.0,b,,True,152.912876,-31.4669786,
767,cn-cable3338955-t2,11.0,b,,True,152.915743,-31.465977,
768,cn-cable3338917-t2,11.0,b,,True,152.913822,-31.4663243,
769,cubicle34708,11.0,b,,True,152.920858,-31.4706341,
770,node59607026,11.0,b,,True,152.895602,-31.4649331,
771,node84338613,11.0,b,,True,152.918999,-31.4706014,
772,cn-cable3338202-t2,11.0,b,,True,152.91423,-31.4686271,
773,node69935978,11.0,b,,True,152.921599,-31.4700204,
774,cn-cable3336358-t2,11.0,b,,True,152.921404,-31.4691721,
775,cn-cable3338905-t2,11.0,b,,True,152.913847,-31.4665717,
776,cn-cable3341620-t2,11.0,b,,True,152.894343,-31.4627358,
777,cn-cable3338474-t2,11.0,b,,True,152.905889,-31.465585,
778,cn-cable3338212-t2,11.0,b,,True,152.912572,-31.4674417,
779,node101117485,11.0,b,,True,152.905769,-31.4657135,
780,cn-cable3339125-t2,11.0,b,,True,152.911877,-31.4676857,
781,cn-cable3255752-t2,11.0,b,,True,152.920675,-31.468652,
782,node69935305,11.0,b,,True,152.920713,-31.4721921,
783,cn-cable3336712-t2,11.0,b,,True,152.921643,-31.4720792,
784,node69936372,11.0,b,,True,152.912529,-31.4661908,
785,cn-busbar255620-t2,11.0,b,,True,152.903868,-31.4678904,
786,node84142413,11.0,b,,True,152.89365,-31.4661039,
787,cn-cable3338478-t2,11.0,b,,True,152.905134,-31.4652717,
788,node84230717,11.0,b,,True,152.903841,-31.4678917,
789,cn-busbar85067-t1,11.0,b,,True,152.905846,-31.4653089,
790,cn-cable3338178-t2,11.0,b,,True,152.915526,-31.4688834,
791,cn-cable3246217-t2,11.0,b,,True,152.895603,-31.462179,
792,cn-cable3338345-t2,11.0,b,,True,152.921395,-31.4686148,
793,node67194728,11.0,b,,True,152.905299,-31.4650864,
794,cn-busbar254543-t2,11.0,b,,True,152.893652,-31.466106,
795,node69876775,11.0,b,,True,152.910993,-31.4673792,
796,cn-cable3336729-t2,11.0,b,,True,152.920955,-31.4708875,
797,node23232416,11.0,b,,True,152.895956,-31.4663798,
798,cn-cable3338990-t2,11.0,b,,True,152.91602,-31.466513,
799,cubicle34229,11.0,b,,True,152.894712,-31.4631494,
800,node67195367,11.0,b,,True,152.905748,-31.4661841,
801,cn-cable1169914-t1,11.0,b,,True,152.910034,-31.467653,
802,cubicle36297,11.0,b,,True,152.904872,-31.4649949,
803,node59607016,11.0,b,,True,152.895629,-31.4649257,
804,cubicle50462,11.0,b,,True,152.914458,-31.4674796,
805,cn-geo_schematic_cable1861-t2,11.0,b,,True,152.907356,-31.4663038,
806,cn-geo_schematic_cable1690-t1,11.0,b,,True,152.905991,-31.4653382,
807,node84338465,11.0,b,,True,152.919044,-31.4706313,
808,node102515290,11.0,b,,True,152.914719,-31.4667239,
809,cn-cable3338859-t2,11.0,b,,True,152.911811,-31.4656011,
810,cubicle39191,11.0,b,,True,152.921459,-31.4727988,
811,cn-cable3336357-t2,11.0,b,,True,152.921272,-31.4692949,
812,cn-cable3338923-t2,11.0,b,,True,152.914618,-31.4663057,
813,cn-cable4304011-t1,11.0,b,,True,152.920849,-31.4685414,
814,cubicle38307,11.0,b,,True,152.91266,-31.4676916,
815,node84625716,11.0,b,,True,152.920596,-31.4692746,
816,node161553383,11.0,b,,True,152.909655,-31.4664569,
817,node84281775,11.0,b,,True,152.895605,-31.4621779,
818,node67193624,11.0,b,,True,152.918544,-31.4682765,
819,node29539535,11.0,b,,True,152.896387,-31.4623792,
820,cn-cable3338744-t2,11.0,b,,True,152.90713,-31.4651596,
821,node69935372,11.0,b,,True,152.921568,-31.4722963,
822,cn-geo_schematic_cable25609-t1,11.0,b,,True,152.895621,-31.4649457,
823,node23198147,11.0,b,,True,152.895865,-31.4616425,
824,node74192361,11.0,b,,True,152.905948,-31.4653545,
825,cn-cable3339677-t2,11.0,b,,True,152.921442,-31.4679913,
826,cn-cable3338226-t2,11.0,b,,True,152.910786,-31.4678471,
827,node74891588,11.0,b,,True,152.895587,-31.4649578,
828,node69935313,11.0,b,,True,152.92187,-31.4730135,
829,cn-cable3341611-t2,11.0,b,,True,152.894294,-31.4624288,
830,cn-busbar254549-t2,11.0,b,,True,152.893651,-31.4661026,
831,cn-busbar88081-t1,11.0,b,,True,152.914746,-31.4667871,
832,cn-cable1115303-t1,11.0,b,,True,152.915975,-31.4676754,
833,cn-geo_schematic_cable22433-t2,11.0,b,,True,152.920941,-31.4708425,
834,node79636605,11.0,b,,True,152.921534,-31.4683737,
835,node101117387,11.0,b,,True,152.904732,-31.4644755,
836,cubicle45120,11.0,b,,True,152.912397,-31.4676132,
837,node57578118,11.0,b,,True,152.914653,-31.4667406,
838,node156687033,11.0,b,,True,152.914758,-31.4663942,
839,cn-geo_schematic_cable23107-t1,11.0,b,,True,152.922355,-31.4684318,
840,cn-simulated23015020_203086-t1,11.0,b,,True,152.895606,-31.4621773,
841,cn-cable1151657-t2,11.0,b,,True,152.920985,-31.4687973,
842,node33409252,11.0,b,,True,152.893999,-31.4661162,
843,node71579209,11.0,b,,True,152.915782,-31.4673429,
844,cubicle50469,11.0,b,,True,152.91456,-31.468451,
845,cn-cable3339592-t2,11.0,b,,True,152.914352,-31.4675273,
846,cn-cable3338465-t2,11.0,b,,True,152.904822,-31.4657163,
847,cn-busbar87858-t2,11.0,b,,True,152.922343,-31.4684329,
848,cubicle37179,11.0,b,,True,152.910933,-31.4679629,
849,cn-simulated71243238_1841189-t2,11.0,b,,True,152.895596,-31.4621629,
850,cubicle48240,11.0,b,,True,152.921791,-31.4713831,
851,cn-cable1218152-t1,11.0,b,,True,152.903356,-31.4671235,
852,cn-cable3338158-t2,11.0,b,,True,152.916907,-31.4687237,
853,cubicle37764,11.0,b,,True,152.907354,-31.465532,
854,cn-cable3338903-t2,11.0,b,,True,152.914045,-31.4666374,
855,node161553384,11.0,b,,True,152.909675,-31.4664568,
856,cn-cable3338214-t2,11.0,b,,True,152.912937,-31.4675276,
