,name,vn_kv,type,zone,in_service,x,y,coords
1249,cn-geo_schematic_cable137654-t2,11.0,b,,True,152.907383,-31.4663081,
1250,cn-cable3336718-t2,11.0,b,,True,152.921771,-31.4728947,
1251,cn-cable3269444-t2,11.0,b,,True,152.921032,-31.4717009,
1252,cn-cable3338856-t2,11.0,b,,True,152.911729,-31.4659927,
1253,cn-cable3338918-t2,11.0,b,,True,152.913862,-31.4663358,
1254,cn-cable3338489-t2,11.0,b,,True,152.904861,-31.4642541,
1255,node29539569,11.0,b,,True,152.897271,-31.4638616,
1256,cn-cable3338913-t2,11.0,b,,True,152.913336,-31.4661787,
1257,cn-geo_schematic_cable380326-t2,11.0,b,,True,152.895608,-31.4649101,
1258,cn-cable3338740-t2,11.0,b,,True,152.906827,-31.4648917,
1259,node69936363,11.0,b,,True,152.912346,-31.4668195,
1260,cn-cable3336368-t2,11.0,b,,True,152.921449,-31.4696724,
1261,node173091623,11.0,b,,True,152.895621,-31.4649064,
