,vm_pu,name,vn_kv,type,x,y,coords
169,0.9514777942886662,node23220059,11.0,b,152.916949,-31.4675311,
170,0.9819235004293582,cn-cable3338285-t2,11.0,b,152.920228,-31.4683935,
171,0.9514777691275511,node71578941,11.0,b,152.915213,-31.4657045,
172,0.9514777469575174,cubicle35717,11.0,b,152.917695,-31.4686252,
173,0.9544772107609003,cubicle41419,11.0,b,152.922104,-31.4692467,
174,0.9672544064782075,node74192384,11.0,b,152.906113,-31.4652451,
175,0.9819234901395771,cubicle110989,11.0,b,152.921634,-31.4679443,
176,0.998752843998698,cn-cable2122107-t2,11.0,b,152.908322,-31.4682887,
177,0.9989276280143657,node84230727,11.0,b,152.903827,-31.4678923,
178,0.9819235150764661,node61343056,11.0,b,152.922346,-31.4677386,
179,0.9514777308486174,cubicle34606,11.0,b,152.913232,-31.4661927,
180,0.9514777854037795,cubicle42552,11.0,b,152.914275,-31.4687228,
181,0.951477751153414,cubicle35723,11.0,b,152.917041,-31.4685151,
182,0.9995039643016542,node59607016,11.0,b,152.895629,-31.4649257,
183,0.951477794959992,node100121487,11.0,b,152.916922,-31.4677077,
184,0.9544772329282847,cn-cable3336353-t2,11.0,b,152.920959,-31.4699874,
185,0.9514777879530777,node59739651,11.0,b,152.91468,-31.466736,
186,0.9672543846763444,node67195367,11.0,b,152.905748,-31.4661841,
187,0.9995536727132079,cn-busbar87061-t2,11.0,b,152.895559,-31.4649602,
188,0.9514777573374045,cubicle44807,11.0,b,152.915469,-31.4682559,
189,0.9672543911688337,node67195581,11.0,b,152.906686,-31.4663487,
190,0.9979883857372744,cn-cable1142178-t2,11.0,b,152.922638,-31.4685013,
191,0.9885589570587863,node23015020,11.0,b,152.895606,-31.4621773,
192,0.9544772823404536,cubicle39162,11.0,b,152.922217,-31.4710278,
193,0.9677038449063718,cn-cable3338852-t2,11.0,b,152.911572,-31.4667606,
194,0.9544772461104889,cubicle41535,11.0,b,152.920818,-31.4722866,
195,0.9544772334415849,node69935927,11.0,b,152.921154,-31.4701097,
196,0.999297001529284,cn-busbar251728-t2,11.0,b,152.896033,-31.4674971,
197,0.9672543912071483,cn-cable3338741-t2,11.0,b,152.906697,-31.4647777,
198,0.9819235010481814,node101116139,11.0,b,152.920461,-31.468362,
199,0.9514777568596854,cn-cable3338996-t2,11.0,b,152.915888,-31.4672411,
200,0.9514778373505506,cn-cable3295683-t1,11.0,b,152.915968,-31.4676743,
201,0.9995039643016538,cn-geo_schematic_cable380327-t2,11.0,b,152.895612,-31.4649198,
202,0.954477223128985,node69936141,11.0,b,152.921244,-31.4699816,
203,0.9544772575999959,cn-cable3269444-t2,11.0,b,152.921032,-31.4717009,
204,0.9514777930343392,node57578117,11.0,b,152.914678,-31.4667453,
205,0.954477190894346,node23030576,11.0,b,152.922661,-31.4689745,
206,0.9885589219154346,cn-cable3341620-t2,11.0,b,152.894343,-31.4627358,
207,0.9544772577271028,cubicle49434,11.0,b,152.920915,-31.4716819,
208,0.9514777680728189,cubicle40150,11.0,b,152.915016,-31.465602,
209,0.9980275926318013,cn-cable4304011-t1,11.0,b,152.920849,-31.4685414,
210,0.9514777809238903,cn-cable3338936-t2,11.0,b,152.91488,-31.4663333,
211,0.9885589146134479,node60264070,11.0,b,152.893751,-31.4627859,
212,0.951477757482047,cn-cable3338952-t2,11.0,b,152.915693,-31.4665237,
213,0.9672543911688338,node74191979,11.0,b,152.906778,-31.4663322,
214,0.9981406594350043,node84142962,11.0,b,152.914638,-31.4667739,
215,0.9989144827531244,cn-cable2937658-t1,11.0,b,152.904178,-31.4672275,
216,0.9514777617572772,cn-cable3338997-t2,11.0,b,152.91599,-31.4667369,
217,0.9672544084775597,node59740028,11.0,b,152.906016,-31.4653159,
218,0.9990955938792861,node29539829,11.0,b,152.898808,-31.4656364,
219,0.9514777992694794,cubicle42443,11.0,b,152.914552,-31.4671192,
220,0.9672543721320879,cubicle69501,11.0,b,152.904811,-31.464159,
221,0.9514777103368337,cn-cable3338860-t2,11.0,b,152.912112,-31.4668368,
224,0.9544772577291123,cubicle39241,11.0,b,152.920724,-31.4717832,
225,0.9514777889110049,node67193139,11.0,b,152.914546,-31.468444,
226,0.9514777868035181,node35591462,11.0,b,152.917556,-31.4679393,
227,0.9885589071882671,cubicle39895,11.0,b,152.89464,-31.4633128,
228,0.9977262130032373,cn-busbar83733-t2,11.0,b,152.921011,-31.4708602,
229,0.9672543821265596,node67195290,11.0,b,152.905412,-31.465996,
230,0.9544772109680818,cubicle40276,11.0,b,152.92214,-31.4694281,
231,0.9819235131069791,node59283145,11.0,b,152.922361,-31.4684858,
232,0.98192349344503,cn-cable3338289-t2,11.0,b,152.920803,-31.468245,
233,0.9672544079748813,cubicle40841,11.0,b,152.906018,-31.4656,
234,0.9514777858062687,node67193101,11.0,b,152.914408,-31.468836,
235,0.9544772459743891,cn-cable3269443-t2,11.0,b,152.920808,-31.4721783,
236,0.9544772190540286,cubicle34619,11.0,b,152.921155,-31.4697341,
237,0.951477710802456,node69936339,11.0,b,152.912351,-31.466795,
238,0.9819235136093905,node24153826,11.0,b,152.922582,-31.4686505,
